item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_alarm;param1_brand;param2_model;param3_stream_mjpeg;param6_preset;param7_features;param9_onvif_hostname;param10_onvif_username;param11_onvif_password;param12_onvif_ptz_params;sentido;data_proxy
277;1;S2TN-CAM-018;S2TN-CAM-018;S2TN-CAM-018;AVO;S2TN-ZON-019;Secc.03-11-10;42+73;6430;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-018;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.1/snap.jpg?JpegCam=1
278;3;S2TN-DOM-012;S2TN-DOM-012;S2TN-DOM-012;AVO;S2TN-ZON-018;Secc.03-11-10;42+805;6505;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.15.2/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.15.2;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.15.2/snap.jpg?JpegCam=1
279;1;S2TN-CAM-017;S2TN-CAM-017;S2TN-CAM-017;AVO;S2TN-ZON-017;Secc.03-11-10;42+84;6540;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-017;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.3/snap.jpg?JpegCam=1
280;1;ICCO-CAM-002;ICCO-CAM-002;ICCO-CAM-002;AVO;ICCO-ZON-002;Secc.03-258-09;5+25;5250;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICCO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.14/snap.jpg?JpegCam=1
281;1;S2TN-CAM-016;S2TN-CAM-016;S2TN-CAM-016;AVO;S2TN-ZON-019;Secc.03-11-10;42+95;6650;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-016;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.4/snap.jpg?JpegCam=1
282;1;ICCO-CAM-001;ICCO-CAM-001;ICCO-CAM-001;AVO;ICCO-ZON-001;Secc.03-258-09;5+14;5140;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICCO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.13/snap.jpg?JpegCam=1
283;3;S2TN-DOM-011;S2TN-DOM-011;S2TN-DOM-011;AVO;S2TN-ZON-016;Secc.03-11-10;43+03;6730;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.15.6/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.15.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.15.6/snap.jpg?JpegCam=1
284;1;S2TN-CAM-015;S2TN-CAM-015;S2TN-CAM-015;AVO;S2TN-ZON-016;Secc.03-11-10;43+06;6760;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-015;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.5/snap.jpg?JpegCam=1
285;1;S2TN-CAM-014;S2TN-CAM-014;S2TN-CAM-014;AVO;S2TN-ZON-015;Secc.03-11-10;43+17;6870;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-014;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.7/snap.jpg?JpegCam=1
286;3;S2TN-DOM-010;S2TN-DOM-010;S2TN-DOM-010;AVO;S2TN-ZON-014;Secc.03-11-09;43+19;6890;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.15.8/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.15.8;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.15.8/snap.jpg?JpegCam=1
287;1;S2TN-CAM-013;S2TN-CAM-013;S2TN-CAM-013;AVO;S2TN-ZON-014;Secc.03-11-09;43+285;6985;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-013;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.9/snap.jpg?JpegCam=1
288;1;S2TN-CAM-012;S2TN-CAM-012;S2TN-CAM-012;AVO;S2TN-ZON-013;Secc.03-11-09;43+39;7090;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-012;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.15.10/snap.jpg?JpegCam=1
289;3;ICCO-DOM-001;ICCO-DOM-001;ICCO-DOM-001;AVO;ICCO_EXT;Secc.03-258-09;5+03;5030;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/ICCO-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.15.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.15.12/snap.jpg?JpegCam=1
290;3;S2TN-DOM-009;S2TN-DOM-009;S2TN-DOM-009;AVO;S2TN-ZON-012;Secc.03-11-09;43+415;7115;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.15.11/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.15.11;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.15.11/snap.jpg?JpegCam=1
291;1;S2TN-CAM-011;S2TN-CAM-011;S2TN-CAM-011;AVO;S2TN-ZON-012;Secc.03-11-09;43+5;7200;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-011;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.1/snap.jpg?JpegCam=1
292;3;S2TN-DOM-008;S2TN-DOM-008;S2TN-DOM-008;AVO;S2TN-ZON-011;Secc.03-11-09;43+57;7270;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.17.2/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.2;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.2/snap.jpg?JpegCam=1
293;1;S2TN-CAM-010;S2TN-CAM-010;S2TN-CAM-010;AVO;S2TN-ZON-010;Secc.03-11-09;43+605;7305;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-010;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.3/snap.jpg?JpegCam=1
294;3;S2TN-DOM-007;S2TN-DOM-007;S2TN-DOM-007;AVO;S2TN-ZON-010;Secc.03-11-09;43+64;7340;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.17.4/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.4;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.4/snap.jpg?JpegCam=1
295;3;S2TN-DOM-006;S2TN-DOM-006;S2TN-DOM-006;AVO;S2TN-ZON-009;Secc.03-11-09;43+71;7410;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.17.6/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.6/snap.jpg?JpegCam=1
296;1;S2TN-CAM-009;S2TN-CAM-009;S2TN-CAM-009;AVO;S2TN-ZON-009;Secc.03-11-09;43+72;7420;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-009;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.5/snap.jpg?JpegCam=1
297;1;S2TN-CAM-008;S2TN-CAM-008;S2TN-CAM-008;AVO;S2TN-ZON-008;Secc.03-11-09;43+835;7535;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-008;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.7/snap.jpg?JpegCam=1
298;1;S2TN-CAM-007;S2TN-CAM-007;S2TN-CAM-007;AVO;S2TN-ZON-007;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-007;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.9/snap.jpg?JpegCam=1
299;1;IBTO-CAM-002;IBTO-CAM-002;IBTO-CAM-002;AVO;IBTO-ZON-001;Secc.03-255-08;7+275;7275;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IBTO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.21/snap.jpg?JpegCam=1
300;3;S2TN-DOM-005;S2TN-DOM-005;S2TN-DOM-005;AVO;IBTO-ZON-001;Secc.02-257-07;43+935;7635;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-005;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.10;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.10/snap.jpg?JpegCam=1
301;1;SMPN-CAM-001;SMPN-CAM-001;SMPN-CAM-001;AVO;SMPN-ZON-001;Secc.02-303-05;0+06;60;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.8/snap.jpg?JpegCam=1
302;1;SICO-CAM-001;SICO-CAM-001;SICO-CAM-001;AVO;SICO-ZON-001;Secc.02-260-06;0+075;75;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SICO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.11/snap.jpg?JpegCam=1
304;1;SICO-CAM-002;SICO-CAM-002;SICO-CAM-002;AVO;SICO-ZON-001;Secc.02-260-06;0+175;175;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SICO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.13/snap.jpg?JpegCam=1
305;1;SMPN-CAM-002;SMPN-CAM-002;SMPN-CAM-002;AVO;SMPN-ZON-001;Secc.02-303-05;0+175;175;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.21/snap.jpg?JpegCam=1
306;3;ICNP-DOM-002;ICNP-DOM-002;ICNP-DOM-002;AVO;ICNP-ZON-006;Secc.02-47-04;0+18;180;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/ICNP-DOM-002;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.11.13;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.11.13/snap.jpg?JpegCam=1
307;1;SMPN-CAM-003;SMPN-CAM-003;SMPN-CAM-003;AVO;SMPN-ZON-003;Secc.02-303-05;0+25;250;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.22/snap.jpg?JpegCam=1
308;1;SICO-CAM-003;SICO-CAM-003;SICO-CAM-003;AVO;SICO-ZON-002;Secc.02-260-06;0+27;270;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SICO-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.14/snap.jpg?JpegCam=1
309;1;ICNP-CAM-001;ICNP-CAM-001;ICNP-CAM-001;AVO;ICNP-ZON-006;Secc.02-47-04;0+28;280;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICNP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.11/snap.jpg?JpegCam=1
310;1;SMPN-CAM-004;SMPN-CAM-004;SMPN-CAM-004;AVO;SMPN-ZON-003;Secc.02-303-05;0+295;295;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.23/snap.jpg?JpegCam=1
311;1;SICO-CAM-004;SICO-CAM-004;SICO-CAM-004;AVO;SICO-ZON-002;Secc.02-260-06;0+35;350;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SICO-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.15/snap.jpg?JpegCam=1
312;1;ICNP-CAM-002;ICNP-CAM-002;ICNP-CAM-002;AVO;ICNP-ZON-006;Secc.02-47-04;0+36;360;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICNP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.17/snap.jpg?JpegCam=1
313;1;SMPN-CAM-005;SMPN-CAM-005;SMPN-CAM-005;AVO;SMPN-ZON-003;Secc.02-303-05;0+38;380;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.11/snap.jpg?JpegCam=1
314;3;ICNP-DOM-003;ICNP-DOM-003;ICNP-DOM-003;AVO;ICNP-ZON-005;Secc.02-47-04;0+42;420;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/ICNP-DOM-003;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.11.16;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.11.16/snap.jpg?JpegCam=1
315;1;ICNP-CAM-003;ICNP-CAM-003;ICNP-CAM-003;AVO;ICNP-ZON-005;Secc.02-47-04;0+45;450;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICNP-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.18/snap.jpg?JpegCam=1
316;3;SICO-DOM-001;SICO-DOM-001;SICO-DOM-001;AVO;SICO-ZON-001;Secc.02-260-06;0+5;500;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SICO-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.16;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.16/snap.jpg?JpegCam=1
317;1;ICNP-CAM-004;ICNP-CAM-004;ICNP-CAM-004;AVO;ICNP-ZON-004;Secc.02-47-04;0+55;550;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICNP-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.14/snap.jpg?JpegCam=1
318;1;ICNP-CAM-005;ICNP-CAM-005;ICNP-CAM-005;AVO;ICNP-ZON-003;Secc.02-47-04;0+65;650;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICNP-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.15/snap.jpg?JpegCam=1
319;3;IVIP-DOM-001;IVIP-DOM-001;IVIP-DOM-001;AVO;IVIP_EXT;Secc.02-16-04;3+02;3020;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/IVIP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.16;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.16/snap.jpg?JpegCam=1
320;1;IVIP-CAM-001;IVIP-CAM-001;IVIP-CAM-001;AVO;IVIP-ZON-003;Secc.02-16-04;3+115;3115;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IVIP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.17/snap.jpg?JpegCam=1
321;1;IVIP-CAM-002;IVIP-CAM-002;IVIP-CAM-002;AVO;IVIP-ZON-002;Secc.02-16-04;3+22;3220;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IVIP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.18/snap.jpg?JpegCam=1
322;1;S2TS-CAM-001;S2TS-CAM-001;S2TS-CAM-001;AVO;S2TS-ZON-001;Secc.01-10-03;39+73;3430;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-001;;;;;;;;http://service:WSS4Bosch99..,@10.50.7.4/snap.jpg?JpegCam=1
323;3;S2TS-DOM-001;S2TS-DOM-001;S2TS-DOM-001;AVO;S2TS-ZON-002;Secc.01-10-03;39+79;3490;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.7.5;service;WSS4Bosch99..,;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://service:WSS4Bosch99..,@10.50.7.5/snap.jpg?JpegCam=1
324;1;S2TS-CAM-002;S2TS-CAM-002;S2TS-CAM-002;AVO;S2TS-ZON-002;Secc.01-10-03;39+85;3550;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-002;;;;;;;;http://service:WSS4Bosch99..,@10.50.7.6/snap.jpg?JpegCam=1
325;1;S2TS-CAM-003;S2TS-CAM-003;S2TS-CAM-003;AVO;S2TS-ZON-003;Secc.01-10-03;39+94;3640;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.7/snap.jpg?JpegCam=1
326;3;S2TS-DOM-002;S2TS-DOM-002;S2TS-DOM-002;AVO;S2TS-ZON-003;Secc.01-10-03;39+965;3665;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-002;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.7.8;service;WSS4Bosch99..,;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.7.8/snap.jpg?JpegCam=1
327;1;S2TS-CAM-004;S2TS-CAM-004;S2TS-CAM-004;AVO;S2TS-ZON-004;Secc.01-10-03;40+055;3755;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.9/snap.jpg?JpegCam=1
328;1;S2TS-CAM-005;S2TS-CAM-005;S2TS-CAM-005;AVO;S2TS-ZON-005;Secc.01-10-03;40+17;3870;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.10/snap.jpg?JpegCam=1
329;3;S2TS-DOM-003;S2TS-DOM-003;S2TS-DOM-003;AVO;S2TS-ZON-006;Secc.01-10-03;40+212;3912;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-003;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.7.11;service;WSS4Bosch99..,;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.7.11/snap.jpg?JpegCam=1
330;1;S2TS-CAM-006;S2TS-CAM-006;S2TS-CAM-006;AVO;S2TS-ZON-006;Secc.01-10-03;40+28;3980;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-006;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.7.12/snap.jpg?JpegCam=1
331;1;S2TS-CAM-007;S2TS-CAM-007;S2TS-CAM-007;AVO;S2TS-ZON-008;Secc.02-10-04;40+385;4085;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-007;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.2/snap.jpg?JpegCam=1
332;3;S2TS-DOM-004;S2TS-DOM-004;S2TS-DOM-004;AVO;S2TS-ZON-008;Secc.02-10-04;40+45;4150;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-004;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.1;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.1/snap.jpg?JpegCam=1
